*year_2024,year,flood,precipitation,temperature,humidity,month,day,risk_level,is_monsoon_season,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk
,2024,0,0.961332229888748,26.258673762674594,72.57432192424662,7.0,5.0,0.0,1.0,19.05705442956114,48.887801509991135,17.68847158041944,0.961332229888748,0
,2024,0,18.0,28.23150895059824,88.90557473096818,11.0,16.0,0.0,1.0,25.09938528775409,261.77703970305765,83.1259553948277,18.0,0
,2024,0,18.0,30.475864985236306,67.40606981271524,7.0,12.0,0.0,1.0,20.542582827977228,198.47305938897307,89.73432478634345,18.0,0
,2024,0,11.105137938844257,28.692696401635438,87.81423272052649,10.0,20.0,0.0,1.0,25.196271191926275,218.97620386740863,71.54896811256353,11.105137938844257,0
,2024,0,18.0,30.56982242360574,64.5475915685445,5.0,6.0,0.0,0.0,19.732084121218364,190.0564446257375,90.01097673026104,0.0,0
,2024,0,0.7214401272721407,26.35590821859706,94.68390847606919,10.0,17.0,0.0,1.0,24.954804015733238,51.42862760174413,14.315507362294381,0.7214401272721407,0
,2024,0,9.290176668974262,28.931847366166785,91.10632910575802,9.0,28.0,0.0,1.0,26.358744077795496,212.3861377193952,67.4456251228639,9.290176668974262,0
,2024,0,18.0,26.58331627429276,79.28815698280961,8.0,18.0,0.0,1.0,21.077421538798017,233.4591400064524,78.27295263353719,18.0,0
,2024,0,5.3609884629181614,29.11056798610123,80.79185711142684,11.0,10.0,0.0,1.0,23.51896849165567,149.47978390467574,53.85990083014611,5.3609884629181614,0
,2024,0,4.467076297759326,26.841619256880367,86.28509597252737,7.0,11.0,0.0,1.0,23.160316936379612,146.57628699084168,45.597039015267136,4.467076297759326,0
,2024,0,0.1611880451107335,29.50777671112183,65.94109957264061,1.0,19.0,0.0,0.0,19.457752422753302,9.85447912124457,4.409750086041102,0.0,0
,2024,0,18.0,27.379546031613195,86.46060170603992,8.0,6.0,0.0,1.0,23.672520243314942,254.5779658254484,80.61740256736371,18.0,0
,2024,0,18.0,26.16983144365884,81.14416586817923,8.0,9.0,0.0,1.0,21.235291434065452,238.92404491421397,77.05547178092465,18.0,0
,2024,0,0.9404792269990306,29.719815711317565,75.45038061182042,8.0,3.0,0.0,1.0,22.423714071320706,50.01869556564882,19.702305041767946,0.9404792269990306,0
,2024,0,0.49541024229287584,28.34050960243496,95.0,11.0,24.0,0.0,1.0,26.923484122313212,38.22805498217004,11.404237466364227,0.49541024229287584,0
,2024,0,8.996514741155261,27.582247601140043,76.74440530943812,8.0,9.0,0.0,1.0,21.16783189247169,176.68377156230048,63.500857354813704,8.996514741155261,0
,2024,0,10.050648653963771,28.782725891045185,94.85005915762991,10.0,20.0,0.0,1.0,27.300432534834822,227.87623591229004,69.1501860262043,10.050648653963771,0
,2024,0,9.103212707649217,28.382198484189402,56.06995134030356,4.0,20.0,0.0,0.0,15.913884879393372,129.68158113515446,65.64386605550315,0.0,0
,2024,0,2.776579385148472,25.024383052967526,74.76995563962714,11.0,3.0,0.0,1.0,18.71072010779419,99.3557134109857,33.252867540550646,2.776579385148472,0
,2024,0,4.999079913995901,30.099848732475774,62.99228060089587,1.0,26.0,0.0,0.0,18.96058117400634,112.85735479491126,53.92707289321204,0.0,0
,2024,0,3.30594239933943,25.0,95.0,6.0,24.0,0.0,1.0,23.75,138.69962209148167,36.49990055038991,3.30594239933943,0
,2024,0,0.1922616621883089,28.028387988337077,85.77986658390621,7.0,1.0,0.0,1.0,24.042713822015138,15.08456622916622,4.928849760954996,0.1922616621883089,0
,2024,0,4.529859926243648,25.169823150220147,68.3436590929054,5.0,1.0,0.0,0.0,17.20197812807364,116.87876189703715,43.044487316168556,0.0,0
,2024,0,3.629601096883636,28.037794616423106,84.31685734234962,10.0,9.0,0.0,1.0,23.640587288670453,129.2131140851218,42.96709897235996,3.629601096883636,0
,2024,0,3.333372948384244,30.708687671887326,56.654351032474366,4.0,16.0,0.0,0.0,17.397807711097226,83.07489295536962,45.02956780282615,0.0,0
,2024,0,3.528978458879086,29.42049205728805,81.42820181998036,5.0,12.0,0.0,0.0,23.956577648839808,122.99700638328473,44.43954758290779,0.0,0
,2024,0,12.641521164083622,26.770372349796784,78.09359056256224,3.0,4.0,0.0,0.0,20.905944974923674,204.06778034170432,69.95414636451473,0.0,0
,2024,0,0.4075403289014035,28.801773058565054,53.164201783442934,4.0,10.0,0.0,0.0,15.31223274606483,18.173849225237245,9.845705633238294,0.0,0
,2024,0,7.725166636666668,28.965134148430188,85.34334270100881,12.0,16.0,0.0,0.0,24.719813700101703,184.871736096735,62.74460862231747,0.0,0
,2024,0,0.42872307925208236,33.71865909519451,67.26132050754899,1.0,4.0,0.0,0.0,22.679615364866596,23.997567499844198,12.030180072815403,0.0,0
,2024,0,1.9440348457382979,31.900162896289096,70.28006482782904,12.0,10.0,0.0,0.0,22.419455163695044,75.88708127915666,34.4451909721411,0.0,0
,2024,0,9.609047510601494,25.3547491932409,83.43096175444593,9.0,15.0,0.0,1.0,21.153711102348502,197.03950105911733,59.88049311020941,9.609047510601494,0
,2024,0,5.287072658570282,25.976854942409084,66.2311311661566,10.0,10.0,0.0,1.0,17.204764869749194,121.76564099923245,47.75833263773133,5.287072658570282,0
,2024,0,15.182880596570511,25.0,86.12148925989877,6.0,13.0,0.0,1.0,21.53037231497469,239.7582584982888,69.59884825456936,15.182880596570511,0
,2024,0,5.253025748873604,32.34903897849027,54.579393207357526,3.0,8.0,0.0,0.0,17.655909182871557,100.04760086655965,59.29790622334161,0.0,0
,2024,0,7.4951761809701996,28.471157232763474,91.05638432104921,11.0,1.0,0.0,1.0,25.92480635051531,194.81499714959628,60.91399802994739,7.4951761809701996,0
,2024,0,7.924153460772592,31.200005146974796,77.25896269753582,3.0,21.0,0.0,0.0,24.104800338130513,169.10144098344864,68.28936921790603,0.0,0
,2024,0,3.5685096064649184,27.97145106407346,66.40407872950362,6.0,2.0,0.0,1.0,18.57418438637192,100.88021489366183,42.49386556096521,3.5685096064649184,0
,2024,0,0.9905604132229539,31.028117397683786,71.26255843757963,4.0,27.0,0.0,0.0,22.11143029260522,49.05830066354177,21.360259099489923,0.0,0
,2024,0,7.337024696241029,32.55664329150402,89.49624440163849,7.0,12.0,0.0,1.0,29.136973049134077,189.79525842794405,69.043081845167,7.337024696241029,0
,2024,0,8.422788231803636,25.9190980116363,84.06578816037049,1.0,20.0,0.0,0.0,21.789094027540973,188.570578440328,58.139933160227834,0.0,0
,2024,0,3.465323026298164,33.39260362876918,46.09923365241111,4.0,9.0,0.0,0.0,15.393734369449815,68.98019910729826,49.9667405404496,0.0,0
,2024,0,15.592081576535627,25.82531966463612,76.32778568053169,6.0,2.0,0.0,1.0,19.71189464493566,214.39906875401965,72.54140071018874,15.592081576535627,0
,2024,0,5.521555129684044,29.665430797099813,62.567380636192226,2.0,21.0,0.0,0.0,18.560883004187634,117.32090031777095,55.62603091325593,0.0,0
,2024,0,7.77746967766497,28.036229545793073,80.33900856006154,7.0,14.0,0.0,1.0,22.5240288547132,174.51144434537508,60.899966276993354,7.77746967766497,0
,2024,0,5.784783204600712,27.89131652436695,67.58234572007868,12.0,8.0,0.0,0.0,18.849605959379105,129.39872388772656,53.40301120577238,0.0,0
,2024,0,9.089381163573043,25.7943533142601,73.23698082338832,8.0,10.0,0.0,1.0,18.8910055902817,169.2860728236366,59.62322210041133,9.089381163573043,0
,2024,0,5.579294031482246,25.0,73.01208398389304,9.0,19.0,0.0,1.0,18.25302099597326,137.54946916486088,47.098186238323656,5.579294031482246,0
,2024,0,0.06672840282190025,28.125575142189952,83.02141448764297,1.0,1.0,0.0,0.0,23.350250315830998,5.362884258732933,1.816810820783006,0.0,0
,2024,0,2.221249617283647,27.87480802401853,72.25882085722688,8.0,24.0,0.0,1.0,20.142007594371456,84.52615493016044,32.60709645874359,2.221249617283647,0
,2024,0,0.8116264821111783,28.221181849301697,70.19258462181797,5.0,5.0,0.0,0.0,19.809176950848226,41.71019215367535,16.769733214415748,0.0,0
,2024,0,1.9287247876505536,27.909762521901058,81.79718190560878,11.0,9.0,0.0,1.0,22.829399219462836,87.89656073111878,29.990912637164666,1.9287247876505536,0
,2024,0,14.031451946419697,27.885940840145075,59.02461852883702,1.0,5.0,0.0,0.0,16.4595702040728,159.96526311488554,75.57493762573974,0.0,0
,2024,0,1.327473125385572,27.894451781589044,59.94973921617205,6.0,7.0,0.0,1.0,16.72265109884349,50.64453154767818,23.56476377926901,1.327473125385572,0
,2024,0,0.4582051008635192,29.16713287270444,74.58635042014203,3.0,24.0,0.0,0.0,21.75469993194377,28.134441006874383,11.002026168653593,0.0,0
,2024,0,4.0579895068855265,31.388304614895457,82.11997939400568,7.0,15.0,0.0,1.0,25.77606928187988,133.1139469295462,50.8794710562313,4.0579895068855265,0
,2024,0,3.438921071694216,30.42302529802261,67.85661916469206,5.0,13.0,0.0,0.0,20.644036414857123,101.13427503936835,45.342822054725076,0.0,0
,2024,0,0.8423384202933435,25.13776523785379,66.70027584281233,8.0,15.0,0.0,1.0,16.76695875436707,40.7562460932968,15.360070604264132,0.8423384202933435,0
,2024,0,8.221405366759232,26.83554911395172,73.7878152602898,3.0,23.0,0.0,0.0,19.801365404287033,163.92165721267062,59.61590904207649,0.0,0
,2024,0,1.7383963677700887,29.378408782104515,68.68744614337605,8.0,9.0,0.0,1.0,20.1792787099889,69.19384309181531,29.595000566958547,1.7383963677700887,0
,2024,0,3.253475856323732,26.304944725056256,76.1099428366836,7.0,15.0,0.0,1.0,20.020678393461534,110.18714204654259,38.082628536008,3.253475856323732,0
,2024,0,0.8197729188774403,30.056555963291622,87.84040908326615,11.0,23.0,0.0,1.0,26.401801714496187,52.591082711387244,17.995212421956246,0.8197729188774403,0
,2024,0,9.765536309839247,28.75798527290138,72.5541163124322,10.0,10.0,0.0,1.0,20.86510208401299,172.41397062394825,68.33903684657447,9.765536309839247,0
,2024,0,1.2790777224534902,30.054962166543014,71.9507269543132,1.0,24.0,0.0,0.0,21.6247637646715,59.270911748437946,24.758401833895917,0.0,0
,2024,0,7.362313962853387,29.46661842082409,77.74664864059986,7.0,6.0,0.0,1.0,22.90930828990438,165.1132927372579,62.57929413505155,7.362313962853387,0
,2024,0,2.6086983884200228,28.871225130408856,74.26509276485254,12.0,12.0,0.0,0.0,21.441242125447555,95.30789515198526,37.05180449112219,0.0,0
,2024,0,5.0439595341889,28.454212772245477,70.09534222973852,11.0,13.0,0.0,1.0,19.945077821483434,126.10568077269052,51.190817511590126,5.0439595341889,0
,2024,0,5.525141296764469,25.110625347058402,70.53622960019393,9.0,16.0,0.0,1.0,17.712088348845608,132.30216834575847,47.09906101820697,5.525141296764469,0
,2024,0,4.666792061916938,25.75851644226857,95.0,10.0,22.0,0.0,1.0,24.47059062015514,164.78920245310078,44.68131979891074,4.666792061916938,0
,2024,0,18.0,31.57117849523166,85.67387796401954,8.0,20.0,0.0,1.0,27.048252935807554,252.26150577360787,92.95940857958138,18.0,0
,2024,0,18.0,27.31315898421534,67.32703623808001,11.0,11.0,0.0,1.0,18.38914044706707,198.24034985115424,80.42192995729371,18.0,0
,2024,0,1.8903358595409647,26.02840508185832,86.2941814902346,8.0,11.0,0.0,1.0,22.460999120352266,91.59028924360427,27.625838832098783,1.8903358595409647,0
,2024,0,2.28539168404481,28.889592748318915,90.00951821612972,12.0,11.0,0.0,0.0,26.003383247363804,107.06505088798752,34.363762622359225,0.0,0
,2024,0,5.46860339934932,26.606389937660833,75.541000677808,10.0,21.0,0.0,1.0,20.09873320314861,141.0320437963869,49.6730718058157,5.46860339934932,0
,2024,0,8.804566333826383,30.59771087946304,58.25552899291098,2.0,23.0,0.0,0.0,17.82485833255267,132.98853122504323,69.84993011055624,0.0,0
,2024,0,6.238462636118963,30.33175501165176,74.7671957580863,1.0,19.0,0.0,0.0,22.678202646424825,147.99484828329804,60.03894402619848,0.0,0
,2024,0,13.91807486673047,28.312982069216115,83.52723843516868,6.0,5.0,0.0,1.0,23.6490520410607,225.73850580648104,76.51791663376125,13.91807486673047,0
,2024,0,3.356834141779475,32.05090789814443,68.70119202955242,1.0,20.0,0.0,0.0,22.019355782319188,101.11068253510659,47.170785218067415,0.0,0
,2024,0,1.7101535504755285,26.206062752607476,72.57992914851675,7.0,6.0,0.0,1.0,19.020341778458345,72.36257359765783,26.127583298683223,1.7101535504755285,0
,2024,0,1.1196435795419561,28.67213874689409,78.01477512170356,4.0,11.0,0.0,0.0,22.36850456597226,58.60844001190128,21.539885504236494,0.0,0
,2024,0,2.696692624089353,29.911320348483066,76.9074027576504,1.0,9.0,0.0,0.0,23.00401961053891,100.55170195482846,39.107212841833736,0.0,0
,2024,0,2.0561899275783926,28.84179244947818,90.85318224399097,10.0,8.0,0.0,1.0,26.20368625655804,101.49836043056013,32.22115696111637,2.0561899275783926,0
,2024,0,4.192193557577828,27.701169130193758,77.18239282641348,11.0,22.0,0.0,1.0,21.380425175575333,127.13146140329403,45.628154105325294,4.192193557577828,0
,2024,0,0.4314831568466157,25.0,79.85552966191369,10.0,5.0,0.0,1.0,19.963882415478423,28.64506324107746,8.967776984998022,0.4314831568466157,0
,2024,0,1.5423489369848598,26.373143994862545,66.17492316197955,2.0,7.0,0.0,0.0,17.452407773998512,61.74705529271189,24.608475577785867,0.0,0
,2024,0,1.8302164852204197,30.65666805551893,83.39760302314963,11.0,12.0,0.0,1.0,25.5669263250664,86.76296361728173,31.893762874572584,1.8302164852204197,0
,2024,0,0.45296422041595497,29.883138925166293,75.69915174443138,2.0,25.0,0.0,0.0,22.62128268096087,28.281639092888245,11.164512819080095,0.0,0
,2024,0,1.0857742005139692,28.83081694759821,71.40694039590402,1.0,7.0,0.0,0.0,20.587204273423644,52.49410569752,21.194689813091113,0.0,0
,2024,0,10.70851219612901,31.574664715051394,55.603626789305025,2.0,7.0,0.0,0.0,17.55665872813156,136.80249906479378,77.68365643700817,0.0,0
,2024,0,0.003988631271323701,30.76954453029984,76.30224770171488,4.0,19.0,0.0,0.0,23.477854084198842,0.303736187309617,0.12248425731076738,0.0,0
,2024,0,2.122486264355187,27.42178285693115,92.4670336921382,11.0,1.0,0.0,1.0,25.3561091933035,105.28569826487559,31.223252660750834,2.122486264355187,0
,2024,0,2.311526977379285,30.14076550288921,75.51919309129775,3.0,3.0,0.0,0.0,22.762062899322164,90.42739210204886,36.090836101633904,0.0,0
,2024,0,0.626889028569046,32.61200000822981,71.36820559050197,2.0,24.0,0.0,0.0,23.274599213047974,34.73273747664454,15.871269643143744,0.0,0
,2024,0,18.0,25.632717089106432,80.5068701432423,8.0,15.0,0.0,1.0,20.63609826111159,237.04756654045352,75.4739713391107,18.0,0
,2024,0,2.599458304739905,30.82917417941837,86.70938466033077,5.0,7.0,0.0,0.0,26.731787226835245,111.05593730926107,39.485493391260746,0.0,0
,2024,0,4.374288284904331,28.910299625913936,77.91157707359002,2.0,25.0,0.0,0.0,22.524470375249745,131.01814563899265,48.61631594592458,0.0,0
,2024,0,11.065808417117607,27.009101493253258,74.24816518021228,11.0,7.0,0.0,1.0,20.053762290401863,184.90582648145974,67.26281009113205,11.065808417117607,0
,2024,0,0.9780886534564552,29.328312474461967,71.77100044593041,3.0,26.0,0.0,0.0,21.049223276829963,48.957228033081606,20.005752639875894,0.0,0
,2024,0,1.8188573236034846,29.96382173390481,78.32103200803385,1.0,24.0,0.0,0.0,23.46797441104179,81.16656029209061,31.052455272767205,0.0,0
,2024,0,18.0,29.69222625421388,78.42919826683826,7.0,22.0,0.0,1.0,23.28737499875561,230.92998848165158,87.4269483611365,18.0,0
,2024,0,6.074928931889789,30.511418445538364,51.52879993909847,3.0,26.0,0.0,0.0,15.722167769382652,100.81905475750816,59.69734149884407,0.0,0
,2024,0,3.221815445174237,31.384713056940985,84.24553870371031,4.0,13.0,0.0,0.0,26.44022058543364,121.33592066759302,45.202311151990386,0.0,0
,2024,0,18.0,25.825517703214963,70.11214055458295,6.0,23.0,0.0,1.0,18.10682327102678,206.4409195617102,76.0416609824991,18.0,0
,2024,0,18.0,30.42184998273966,95.0,9.0,18.0,0.0,1.0,28.900757483602675,279.72170302081184,89.57528090753254,18.0,0
,2024,0,0.019842603426849327,30.898000197540657,76.59358221663972,5.0,7.0,0.0,0.0,23.665885184600807,1.5049340662179271,0.6070933324905297,0.0,0
,2024,0,0.729544905548847,29.28183445475454,73.03766716282664,1.0,24.0,0.0,0.0,21.38676878823351,40.014293155761486,16.04229644135419,0.0,0
,2024,0,0.3031716648252185,29.02370297294249,77.61351905873286,4.0,16.0,0.0,0.0,22.526317238454734,20.55214020015962,7.685506595523801,0.0,0
,2024,0,1.4937299918976206,31.048160156578234,95.0,5.0,13.0,0.0,0.0,29.49575214874932,86.80905994084175,28.371174695634256,0.0,0
,2024,0,16.92727519076143,25.945008318464417,78.1023416745199,3.0,11.0,0.0,0.0,20.26365904436969,225.42860908971886,74.88568220433669,0.0,0
,2024,0,4.159939562517808,29.706916247808486,57.508241222074254,3.0,5.0,0.0,0.0,17.083925055429276,94.3667030634694,48.746817585028985,0.0,0
,2024,0,9.926242460519465,29.8888473320992,86.79826840959223,11.0,21.0,0.0,1.0,25.94300193184871,207.54919508162723,71.46923918368493,9.926242460519465,0
,2024,0,2.9836494396986724,29.571582045290857,59.76070794230662,12.0,12.0,0.0,0.0,17.67218678000585,82.60115154260909,40.87379172676327,0.0,0
,2024,0,1.892911885621518,25.21003605238865,75.6958885168262,11.0,8.0,0.0,1.0,19.082960785267804,80.40898459935347,26.779702839937787,1.892911885621518,0
,2024,0,4.906994067963183,28.60986763816107,81.04582530327866,2.0,26.0,0.0,0.0,23.18710334552328,143.94849583151637,50.81504688293252,0.0,0
,2024,0,2.352881768939048,26.82531224601308,84.81381377453823,8.0,7.0,0.0,1.0,22.751570372771933,102.60946561721448,32.453804776370674,2.352881768939048,0
,2024,0,3.862644903411131,31.860133554875983,60.84723522513177,4.0,4.0,0.0,0.0,19.386010407176524,96.23492293408832,50.38942995485316,0.0,0
,2024,0,10.954401831384603,29.450135119774888,77.61640673417435,11.0,26.0,0.0,1.0,22.858136658328398,192.5740329572805,73.0687174243383,10.954401831384603,0
,2024,0,18.0,26.450562579842043,81.91846403616441,10.0,1.0,0.0,1.0,21.667894594331063,241.20391862152667,77.88206748096815,18.0,0
,2024,0,4.105882270769361,30.314954614479543,75.47284808641737,7.0,3.0,0.0,1.0,22.87955964365252,123.05042294755562,49.42529772662688,4.105882270769361,0
,2024,0,8.208446365314279,31.094318679916256,72.09413412372992,4.0,7.0,0.0,0.0,22.417179813958832,160.05771167503102,69.03315442363315,0.0,0
,2024,0,4.0785788014054045,30.422496378274314,63.63350870174931,4.0,11.0,0.0,0.0,19.35890188015855,103.40645348348265,49.437513674378934,0.0,0
,2024,0,8.246900957416084,25.783741602685552,76.42598790246254,10.0,12.0,0.0,1.0,19.705479238070662,169.99344322275627,57.35047899937081,8.246900957416084,0
,2024,0,5.84627331905557,28.920826148419152,81.71221592389436,7.0,11.0,0.0,1.0,23.631847909370357,157.1901544720928,55.63512234161772,5.84627331905557,0
,2024,0,5.262384561647397,26.90984824935566,73.31601151903034,8.0,23.0,0.0,1.0,19.72922744225118,134.50269782568157,49.367759001436475,5.262384561647397,0
,2024,0,1.9920456078426612,25.09192012726339,95.0,11.0,26.0,0.0,1.0,23.83732412090022,104.11594380960261,27.49967311626518,1.9920456078426612,0
,2024,0,2.891851547084757,27.98720490135182,91.6226637695134,8.0,24.0,0.0,1.0,25.64262264525035,124.50466533506534,38.03139350622283,2.891851547084757,0
,2024,0,8.748949460024615,30.18868352901397,88.4980663671007,11.0,8.0,0.0,1.0,26.716401184860782,201.52421534847036,68.74444844197721,8.748949460024615,0
,2024,0,5.406116094230437,26.638381193801084,72.76706212715806,7.0,23.0,0.0,1.0,19.383967392962422,135.1468570805785,49.474218015914396,5.406116094230437,0
,2024,0,18.0,26.72222766521821,95.0,11.0,2.0,0.0,1.0,25.386116281957296,279.72170302081184,78.68196874762832,18.0,0
,2024,0,14.365867273558425,27.008536154525352,85.0395162439261,11.0,16.0,0.0,1.0,22.96792849037424,232.34059854476843,73.79133528888859,14.365867273558425,0
,2024,0,12.013536372711274,27.323838756513734,69.61096996397228,12.0,17.0,0.0,0.0,19.02038918980099,178.62105805025092,70.112699064658,0.0,0
,2024,0,1.6315708441739973,29.750633951976123,85.168180406275,2.0,14.0,0.0,0.0,25.338073596229524,82.40710865543979,28.78614657438518,0.0,0
,2024,0,3.50716263809413,27.408748488837077,77.86927306607515,8.0,28.0,0.0,1.0,21.34299320476629,117.2452593016262,41.26847082519877,3.50716263809413,0
,2024,0,18.0,26.36113474848228,58.685493318522276,9.0,10.0,0.0,1.0,15.47016197150722,172.7958540386687,77.61875268849013,18.0,0
,2024,0,14.830848416480533,30.5166250293666,79.80315628567253,9.0,4.0,0.0,1.0,24.353229965298087,220.4131628777664,84.28571194602117,14.830848416480533,0
,2024,0,2.3721950027173087,26.033980105389475,75.40700332947254,6.0,12.0,0.0,1.0,19.63144424486526,91.6620286757621,31.645965568184074,2.3721950027173087,0
,2024,0,7.546122370456343,31.480286688417245,79.0605297701332,11.0,9.0,0.0,1.0,24.888481429019393,169.62260010538884,67.5402516992696,7.546122370456343,0
,2024,0,0.9270481437487239,29.383086614492253,47.83845573979873,12.0,23.0,0.0,0.0,14.056414885060601,31.381518581377446,19.27499256218238,0.0,0
,2024,0,3.5860414774098275,31.22326569984413,95.0,9.0,11.0,0.0,1.0,29.662102414851926,144.68663673118658,47.55357159868069,3.5860414774098275,0
,2024,0,6.521829079140552,27.94189029357503,79.76392993473007,11.0,25.0,0.0,1.0,22.28754979620633,160.94840257775974,56.38140712768192,6.521829079140552,0
,2024,0,14.421260630874537,25.45869615545201,82.11371694958346,6.0,26.0,0.0,1.0,20.90508170014235,224.64236447408905,69.64855462942421,14.421260630874537,0
,2024,0,2.436054840266509,30.528785108141076,69.11968158586342,3.0,8.0,0.0,0.0,21.101399058779602,85.31607939943906,37.68241106578357,0.0,0
,2024,0,4.636396122043048,27.760289159247055,76.25232178014465,6.0,5.0,0.0,1.0,21.167865016807678,131.85893670757048,48.00433777986489,4.636396122043048,0
,2024,0,9.322730582062835,27.889171770854286,71.22421205834343,5.0,19.0,0.0,0.0,19.86384284338891,166.2621195010709,65.103041167424,0.0,0
,2024,0,5.332256054159174,28.451427821601104,72.97162359527593,6.0,12.0,0.0,1.0,20.761468817460372,134.68055719217668,52.51156494994449,5.332256054159174,0
,2024,0,5.6619327641424375,27.955068980470788,48.93352539429218,5.0,22.0,0.0,0.0,13.67940077855057,92.79800963302023,53.014262504864796,0.0,0
,2024,0,6.6196936672257864,29.841385395658605,57.65477797051594,12.0,22.0,0.0,0.0,17.20498449319294,117.08164286768817,60.59998061840218,0.0,0
,2024,0,7.02129061959349,30.18773887085949,76.15850318444605,5.0,26.0,0.0,0.0,22.99053006927578,158.56956876392852,62.853871000026395,0.0,0
,2024,0,1.5322498333258638,28.114936607012712,82.76544684304208,9.0,14.0,0.0,1.0,23.269452912432083,76.89805283605487,26.121817293978037,1.5322498333258638,0
,2024,0,2.052037882813303,30.36832015036808,95.0,7.0,19.0,0.0,1.0,28.849904142849677,106.00190495103679,33.885260906336555,2.052037882813303,0
,2024,0,0.5115848584319116,27.33727637355343,79.83454219338431,7.0,2.0,0.0,1.0,21.82458944096659,32.98433371403811,11.29463289905228,0.5115848584319116,0
,2024,0,2.479958046684147,26.54791423145838,74.96405516728444,8.0,2.0,0.0,1.0,19.901393070233816,93.48169392838494,33.10578632764895,2.479958046684147,0
,2024,0,8.915353335063221,30.8408813291871,72.93248307279266,12.0,4.0,0.0,0.0,22.493020554909453,167.3132715066532,70.75158467022926,0.0,0
,2024,0,14.620005273315709,27.066894309043033,78.96284542803569,8.0,5.0,0.0,1.0,21.37278991541944,217.03352478793533,74.39477953346913,14.620005273315709,0
,2024,0,13.867390724955486,29.625110833025932,64.93636031824539,12.0,17.0,0.0,0.0,19.237468715213268,175.2742933847253,79.96321848429548,0.0,0
,2024,0,3.299472133657457,31.668703378928267,70.40111764684224,6.0,24.0,0.0,1.0,22.295121123028792,102.67948486994115,46.18855862145779,3.299472133657457,0
,2024,0,6.753085423990301,31.671512411215993,68.00779817570447,5.0,22.0,0.0,0.0,21.539098239812965,139.286151441141,64.86613583167826,0.0,0
,2024,0,1.4709411936057484,30.95300590628761,91.15466248121113,6.0,6.0,0.0,1.0,28.21510806166582,82.45842820289639,28.000062154950484,1.4709411936057484,0
,2024,0,5.125128873283558,25.0,66.61107698297154,2.0,28.0,0.0,0.0,16.652769245742885,120.72590238493865,45.30999491863832,0.0,0
,2024,0,0.22493101468180385,32.90346654900588,56.44204720196789,3.0,24.0,0.0,0.0,18.571390120673613,11.451218098333548,6.675604275933346,0.0,0
,2024,0,1.6871417086398994,26.94687313593687,73.56725878712645,9.0,14.0,0.0,1.0,19.82407589495333,72.71962174941116,26.63639306508459,1.6871417086398994,0
,2024,0,18.0,27.57258357072685,95.0,7.0,21.0,0.0,1.0,26.19395439219051,279.72170302081184,81.18578982197232,18.0,0
,2024,0,6.720914647129817,28.14215738890481,69.19578065134918,6.0,27.0,0.0,1.0,19.47318549738403,141.4315280908888,57.52067952440245,6.720914647129817,0
,2024,0,1.9436918032347377,31.012175989099394,73.73290529703465,5.0,11.0,0.0,0.0,22.866178352592375,79.60680099358859,33.48274576183925,0.0,0
,2024,0,6.0908339426841245,29.645040867181358,93.43004985848304,9.0,2.0,0.0,1.0,27.697376462775217,183.01105784281495,58.06879368162662,6.0908339426841245,0
,2024,0,2.024604819305422,28.45180342185568,77.10819947937642,1.0,4.0,0.0,0.0,21.938673338004524,85.34184731001216,31.48989964383649,0.0,0
,2024,0,6.221813860312951,31.451339119611834,83.02325929625661,8.0,3.0,0.0,1.0,26.111926829420327,164.14579642667783,62.18263595328384,6.221813860312951,0
,2024,0,4.999387349913582,25.135100199012214,62.50798006527082,10.0,20.0,0.0,1.0,15.711443421784402,111.99288227182282,45.033487156984954,4.999387349913582,0
,2024,0,8.593217732068668,25.692316711887216,73.13158381866133,9.0,1.0,0.0,1.0,18.789198131109732,165.35463289668428,58.09177617011198,8.593217732068668,0
,2024,0,18.0,30.602509749047012,70.91628266512627,5.0,1.0,0.0,0.0,21.702162316257002,208.80866693678314,90.10722256541501,0.0,0
,2024,0,3.213908751129913,28.508948514297224,81.52584343267932,5.0,27.0,0.0,0.0,23.242160730069113,117.26601185675192,41.00700530944801,0.0,0
,2024,0,18.0,26.1399275605342,76.82016336608918,7.0,11.0,0.0,1.0,20.08073505577974,226.19228340104678,76.96742162182402,18.0,0
,2024,0,0.36286559346044134,31.06992910306451,61.51029964766708,2.0,20.0,0.0,0.0,19.111206491612702,19.04294519098827,9.618924966820398,0.0,0
,2024,0,0.10585959972605619,29.87081744319643,82.21496715554912,6.0,9.0,0.0,1.0,24.55828275001798,8.272712599410095,3.005689795502534,0.10585959972605619,0
,2024,0,6.105475944237725,29.69013125548706,66.7943464877167,4.0,18.0,0.0,0.0,19.831329143447896,130.97474608969335,58.21836138889689,0.0,0
,2024,0,15.353358972234986,32.1856045238259,83.08672104016075,2.0,6.0,0.0,0.0,26.74196344580059,232.18030155549684,89.94052564038219,0.0,0
,2024,0,10.630584006593782,28.857770408618702,90.04697807896211,5.0,17.0,0.0,0.0,25.985550193926098,220.94270348002968,70.80652728729201,0.0,0
,2024,0,2.1452003581431476,25.91471389850453,86.62968436479889,7.0,28.0,0.0,1.0,22.449834854315146,99.26701437597546,29.695090037260258,2.1452003581431476,0
,2024,0,6.12623086928303,29.10142158934681,92.18902582646719,11.0,20.0,0.0,1.0,26.828317064872024,181.03919236668062,57.1488614184386,6.12623086928303,0
